question,answer
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Snap Melon varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Snap Melon varieties in 2004 was **1**. The certified varieties are: **Pusa Shandar (DSM-1)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Spong Gourd varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Spong Gourd varieties in 2004 was **1**. The certified varieties are: **Pusa Sneha**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Spong Gourd varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Spong Gourd varieties in 2005 was **2**. The certified varieties are: **Swarna Prabha(CHSG-1); Gujarat Sponge Gourd-1(JSGL-55)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cauliflower varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cauliflower varieties in 2004 was **3**. The certified varieties are: **Pusa Sharad (sel-303-1-2); Pusa Meghna (DC/98-2); Pusa Snowball K-25 (Kt-25)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cauliflower varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cauliflower varieties in 2005 was **1**. The certified varieties are: **Kashi Kuwari(IVCE-2)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Vegetable Muskard varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Vegetable Muskard varieties in 2004 was **1**. The certified varieties are: **Pusa Saag-1 (MR-704)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Chilli varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Chilli varieties in 2004 was **1**. The certified varieties are: **Utkal Ava (BC-14-2)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Chilli varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Chilli varieties in 2005 was **5**. The total count is 5.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Chilli varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Chilli varieties in 2007 was **3**. The certified varieties are: **Arka; Arka aweta; Arka Meghana**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cowpea varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cowpea varieties in 2005 was **1**. The certified varieties are: **Kashi Shyamal(IVRCP-1)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Garlic varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Garlic varieties in 2004 was **1**. The certified varieties are: **VL Garlic -1 (VLG-7)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Garlic varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Garlic varieties in 2005 was **1**. The certified varieties are: **Jamuna Safed-4(G-323)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Garlic varieties were certified in 2009? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Garlic varieties in 2009 was **1**. The certified varieties are: **Bhima Omkar**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Okra varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Okra varieties in 2005 was **2**. The certified varieties are: **Kashi Pragati(VRO-6); Kashi Vibhuti(VRO-5)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Okra Hybrid varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Okra Hybrid varieties in 2005 was **2**. The certified varieties are: **HBH-142; Kashi Bhairo (DVR-3)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cucumber varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cucumber varieties in 2004 was **1**. The certified varieties are: **Swarna Poona (CH-20)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Onion varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Onion varieties in 2004 was **1**. The certified varieties are: **RO-1(Rajasthan Onion-1)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Onion varieties were certified in 2009? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Onion varieties in 2009 was **1**. The certified varieties are: **Bhima Red**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Tomato varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Tomato varieties in 2004 was **4**. The certified varieties are: **Sankranthi (TLB-11); Nandi (TLB-130); Vybhat (TLB-182); Swaprna Baibhay(CHTH-1)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Tomato varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Tomato varieties in 2005 was **3**. The certified varieties are: **Kashi Hemant (IIVR Sel-1); Kashi Sharad(IIVR Sel-2); Kashi Vishesh (H-86)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Tomato Hyb. varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Tomato Hyb. varieties in 2005 was **1**. The certified varieties are: **Arka Ananya (TLBRH-9)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Pea varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Pea varieties in 2004 was **3**. The certified varieties are: **Sankranthi (TLB-11); Nandi (TLB-130); Vybhat (TLB-182)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Pea varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Pea varieties in 2005 was **2**. The certified varieties are: **Kashi Nandini(VRP-5); Narendra Subzi Matar-6**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Khejri varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Khejri varieties in 2007 was **1**. The certified varieties are: **Thar Shobha**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Bottle Gourd varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Bottle Gourd varieties in 2007 was **1**. The certified varieties are: **Thar Samridhi**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct French Bean varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified French Bean varieties in 2008 was **1**. The certified varieties are: **Arka Anoop**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Garden Pea varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Garden Pea varieties in 2007 was **2**. The certified varieties are: **Arka Karthik; Arka Sampoorna**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Carrot varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Carrot varieties in 2007 was **1**. The certified varieties are: **Arka Suraj**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cashew-Nut varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cashew-Nut varieties in 2005 was **1**. The certified varieties are: **Bhaskar**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cashew-Nut varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cashew-Nut varieties in 2007 was **3**. The certified varieties are: **Chintamani-2; VRI(CW)-5; Goa-2**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coconut (Palms) varieties were certified in 2002? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coconut (Palms) varieties in 2002 was **2**. The certified varieties are: **Coconut; Arasam-patti Tall/ Aliyar nagar-1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coconut (Palms) varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coconut (Palms) varieties in 2008 was **4**. The certified varieties are: **Kalpa Pratibha; Kalpa Mitra; Kalpa Dhenu; Kalparaksha**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Turmeric varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Turmeric varieties in 2004 was **2**. The certified varieties are: **IISR Kedaram IISR; Alleppey Supreme**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Turmeric varieties were certified in 2006? List the varieties if the count is less than 5.","The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Turmeric varieties in 2006 was **2**. The certified varieties are: **IISR, Kedaram; IISR Alleppey Supreme**."
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Ginger varieties were certified in 2002? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Ginger varieties in 2002 was **2**. The certified varieties are: **IISR Rejatha; IISR Mahima**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Ginger varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Ginger varieties in 2005 was **2**. The certified varieties are: **IISR Nahima; IISR Rajitha**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Nutmeg varieties were certified in 2002? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Nutmeg varieties in 2002 was **1**. The certified varieties are: **IISR Viswashree**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Nutmeg varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Nutmeg varieties in 2005 was **1**. The certified varieties are: **IISR Viswashree**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Ajowan varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Ajowan varieties in 2004 was **4**. The certified varieties are: **Ajmer Ajowan-1; (AA-1); Ajmer Ajowan-2; (AA-2)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Dill varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Dill varieties in 2004 was **2**. The certified varieties are: **Ajmer Dill-1 (AD-1); Ajmer Dill-2(AD-2)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Dill varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Dill varieties in 2005 was **2**. The certified varieties are: **NRCSS AD -1; NRCSS AD- 2**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Nigella varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Nigella varieties in 2004 was **1**. The certified varieties are: **Ajmer Nigella-1(AN-1)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Nigella varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Nigella varieties in 2005 was **3**. The certified varieties are: **NRCSS AA-1; NRCSS AA-2; NRCSS AN-1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fennel varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fennel varieties in 2004 was **2**. The certified varieties are: **Hisar Swarup; Gujrat fennel-11**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fennel varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fennel varieties in 2005 was **1**. The certified varieties are: **NRCSS AF 1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fennel varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fennel varieties in 2006 was **1**. The certified varieties are: **RF-178 (UfF-178)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fennel varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fennel varieties in 2007 was **2**. The certified varieties are: **RF-178; RF-143**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fenugreek varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fenugreek varieties in 2004 was **1**. The certified varieties are: **RMt. 305**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fenugreek varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fenugreek varieties in 2005 was **2**. The certified varieties are: **NRCSS AM 1; NRCSS AM 2**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fenugreek varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fenugreek varieties in 2006 was **4**. The certified varieties are: **RMt-351; (UM-351); Gujarat Methi-2; (J.Fenu-244)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Fenugreek varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Fenugreek varieties in 2007 was **2**. The certified varieties are: **RMt-351; RMt-3005**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coriander varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coriander varieties in 2004 was **1**. The certified varieties are: **Hisar Surabhi**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coriander varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coriander varieties in 2005 was **1**. The certified varieties are: **NRCSS ACr 1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coriander varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coriander varieties in 2006 was **5**. The total count is 5.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coriander varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coriander varieties in 2007 was **2**. The certified varieties are: **Hisar Surabhi; RCr-480**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Coriander varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Coriander varieties in 2008 was **1**. The certified varieties are: **Hisar Bhoomit**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cumin varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cumin varieties in 2004 was **1**. The certified varieties are: **RZ-223**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cumin varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cumin varieties in 2006 was **3**. The certified varieties are: **RZ-341 (UC-341); Gujarat Cumin-4; (JC-2000-72)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cumin varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cumin varieties in 2007 was **3**. The certified varieties are: **Sudha; RZ-341; RZ-223**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Black Pepper varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Black Pepper varieties in 2004 was **4**. The certified varieties are: **IISR Thevam; IISR Girimunda; P-24; IISR Malabar Excel**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Black Pepper varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Black Pepper varieties in 2006 was **4**. The certified varieties are: **IISR Thevam; IISR Girimunda; IISR Malabar; Excel**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Anise varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Anise varieties in 2006 was **1**. The certified varieties are: **NRCSS Aani-1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Celery varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Celery varieties in 2006 was **1**. The certified varieties are: **NRCSS Acel-1**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cardamom (Small) varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cardamom (Small) varieties in 2006 was **2**. The certified varieties are: **IISR Shakthi; ICRI-6 (MCC-73)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cardamom (Small) varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cardamom (Small) varieties in 2007 was **2**. The certified varieties are: **ICRI-5; ICRI-6**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Apple varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Apple varieties in 2007 was **2**. The certified varieties are: **Sweet Red; Satai Gold**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Apple varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Apple varieties in 2008 was **4**. The certified varieties are: **Shalimar; Apple-1; Apple-2; Shalimar**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Mango varieties were certified in 2002? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Mango varieties in 2002 was **2**. The certified varieties are: **Pusa Arunima; Pusa Surya**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Guava varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Guava varieties in 2005 was **1**. The certified varieties are: **Shweta**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Banana varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Banana varieties in 2005 was **1**. The certified varieties are: **Udhayam**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Grapes varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Grapes varieties in 2006 was **1**. The certified varieties are: **Clonal sélection A- 17/3**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Grapes varieties were certified in 2008? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Grapes varieties in 2008 was **2**. The certified varieties are: **Red Globe; Manjari Naveen**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Ber varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Ber varieties in 2006 was **1**. The certified varieties are: **Thar sevika**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Ber varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Ber varieties in 2007 was **1**. The certified varieties are: **Thar Bhubhraj**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Anola varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Anola varieties in 2006 was **1**. The certified varieties are: **Goma Aishwarya**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Citrus-Acid-Lime varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Citrus-Acid-Lime varieties in 2006 was **2**. The certified varieties are: **Khagzi lime; Clone-PDKV**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Walnut varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Walnut varieties in 2006 was **1**. The certified varieties are: **Balaji**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Walnut varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Walnut varieties in 2007 was **5**. The total count is 5.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Apricot varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Apricot varieties in 2007 was **1**. The certified varieties are: **EMA Selection**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Nectarine varieties were certified in 2007? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Nectarine varieties in 2007 was **1**. The certified varieties are: **Silver King**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Betel -Vine varieties were certified in 2002? List the varieties if the count is less than 5.","The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Betel -Vine varieties in 2002 was **1**. The certified varieties are: **Ghanagatte, DPB-6**."
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Safed Musli varieties were certified in 2004? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Safed Musli varieties in 2004 was **1**. The certified varieties are: **Jawahar**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Safed Musli varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Safed Musli varieties in 2005 was **2**. The certified varieties are: **INGR No. 04113; INGR No.4114**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Catharanthus varieties were certified in 2002? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Catharanthus varieties in 2002 was **2**. The certified varieties are: **Roaseus; Periwinkle Prabhat**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Aloe Vera varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Aloe Vera varieties in 2006 was **5**. The total count is 5.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Sweet Potato varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Sweet Potato varieties in 2005 was **12**. The total count is 12.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Sweet Potato varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Sweet Potato varieties in 2006 was **3**. The certified varieties are: **ISGP-4; IGSP-17; RNSP-3**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Elephant Foot Yam varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Elephant Foot Yam varieties in 2006 was **1**. The certified varieties are: **NDA-9**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Yams varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Yams varieties in 2005 was **1**. The certified varieties are: **Orissa Elite**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Cassava varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Cassava varieties in 2006 was **2**. The certified varieties are: **Sree Prakash; Sree Vijaya**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Greater Yam varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Greater Yam varieties in 2005 was **2**. The certified varieties are: **Sree Karthika - (DA-199); Orissa Elite**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Aroids varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Aroids varieties in 2005 was **2**. The certified varieties are: **Pani saru-1; Pani saru-2**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Aroids varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Aroids varieties in 2006 was **1**. The certified varieties are: **Sree Athira**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Arvi varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Arvi varieties in 2005 was **4**. The certified varieties are: **Ahinakatchu; Indira Arvi-1 - (BKCOL-2); Kadma Arvi; Sree Kiran (H-4)**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Arvi varieties were certified in 2006? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Arvi varieties in 2006 was **4**. The certified varieties are: **PKS-1; RNCA-1; BKCOL-2; Sonajuli and Jhankri**.
"What was the average daily rainfall in Daman & Diu during the year 2020, and how many distinct Bunda varieties were certified in 2005? List the varieties if the count is less than 5.",The average daily rainfall in Daman & Diu in 2020 was **8.43 mm**. The number of certified Bunda varieties in 2005 was **2**. The certified varieties are: **NDB-3; NDB-21**.
